pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
6.1227,8.44238,0.698362,88.8676,11.1205,9.72793,0.0367637,1.10991,70.0,14.0,13.0
5.85282,5.30884,0.45695,104.583,3.30834,6.28741,0.0368257,0.846433,54.0,19.0,20.0
5.48185,16.6532,0.44981,74.4697,1.29274,7.98604,0.0368515,0.649712,54.0,17.0,29.0
5.89431,5.9286,0.562487,69.5218,2.5344,9.60055,0.0368668,1.18806,65.0,18.0,16.0
6.32725,3.6221,0.423059,108.8,7.7946,8.52342,0.0369414,0.730099,53.0,21.0,23.0
6.04008,5.6478,0.375992,115.854,9.56125,5.0279,0.0369912,1.34175,56.0,20.0,23.0
5.98507,5.37067,0.468764,49.0611,4.38557,4.9226,0.0369969,0.839405,53.0,24.0,21.0
5.804,5.29077,0.330767,74.2821,3.01421,6.77941,0.0370345,1.28697,49.0,27.0,23.0
6.47981,7.39547,0.504784,49.3059,12.2034,6.5857,0.0370563,1.83143,59.0,23.0,18.0
6.28794,7.32908,0.488234,74.0116,1.35059,5.56193,0.0371647,1.09288,64.0,20.0,16.0
6.46588,5.46669,0.618257,107.602,4.28315,6.78906,0.0372071,1.0455,66.0,18.0,14.0
6.05416,4.0683,0.386662,60.8137,3.31202,5.34169,0.0373339,0.98347,61.0,22.0,17.0
5.51175,13.353,1.53817,169.455,2.5071,12.4993,0.0374198,0.704392,52.0,20.0,26.0
5.59552,7.28323,0.895809,161.917,1.28072,7.98604,0.0374883,0.877162,56.0,16.0,21.0
5.77004,6.89817,0.495552,92.4345,3.1705,6.57114,0.0375107,1.30188,58.0,18.0,22.0
5.66587,7.53047,0.551958,76.2664,2.71671,6.94959,0.0378325,1.25387,56.0,23.0,21.0
5.69951,6.6729,0.409636,63.7577,6.53382,4.65901,0.0379511,1.37321,56.0,17.0,21.0
6.59052,7.99459,0.541638,60.2233,4.92057,6.61533,0.0381102,0.966272,66.0,15.0,16.0
5.82487,7.44563,0.555197,68.4099,2.06873,6.53705,0.0381678,0.956604,59.0,22.0,19.0
5.94633,5.37633,0.333783,74.526,5.26514,6.12342,0.0382089,1.25526,45.0,29.0,24.0
6.68776,5.47382,0.529717,88.683,17.2557,4.22736,0.0382425,1.60792,66.0,17.0,13.0
6.60267,4.89178,0.543654,29.689,10.2208,4.40983,0.0382928,1.00941,68.0,17.0,15.0
5.90001,3.4102,0.400379,72.6462,13.1206,5.37506,0.0383328,0.729824,59.0,22.0,19.0
5.8924,7.27167,0.467472,91.1376,1.4489,7.74981,0.0384323,0.834487,59.0,22.0,19.0
6.05451,8.67613,0.764767,139.538,1.45202,11.2741,0.0385224,1.24004,57.0,24.0,17.0
5.90116,6.15998,0.544523,116.535,3.52163,9.81703,0.0386158,1.43741,58.0,18.0,20.0
6.19834,4.9882,0.247187,72.6462,4.30657,3.51431,0.0387136,1.31753,61.0,17.0,19.0
5.86318,7.75303,0.424919,77.0736,11.469,6.40979,0.0387608,0.837747,56.0,20.0,17.0
6.25277,9.10917,1.05448,144.195,5.41242,11.5778,0.0387829,1.19515,55.0,16.0,25.0
6.04973,7.78677,0.781082,127.834,14.6789,9.44722,0.0387887,1.28733,55.0,19.0,23.0
6.03821,4.37871,0.31669,93.9147,6.43716,3.31501,0.0388064,1.08544,55.0,22.0,20.0
6.40474,8.54904,0.300261,41.1061,5.72723,5.83081,0.0388632,1.44204,62.0,20.0,15.0
5.28371,16.1014,1.28049,82.1621,1.08644,8.4999,0.0391096,0.823552,47.0,23.0,29.0
6.10138,11.5651,0.671962,10.8072,8.65518,10.6197,0.0392242,0.743286,65.0,16.0,15.0
5.89244,11.5839,0.916282,161.803,2.89812,6.82068,0.0392274,2.1929,51.0,21.0,23.0
5.85224,6.84698,0.761571,92.335,2.09947,13.229,0.0392509,1.38968,57.0,17.0,26.0
5.84935,8.33907,0.826094,40.6605,5.11623,8.64968,0.0393374,0.847664,59.0,18.0,18.0
5.90877,11.3025,1.14978,41.5812,6.358,9.32065,0.0394195,1.11069,59.0,21.0,19.0
6.0463,5.01477,0.523781,150.901,3.80197,7.23683,0.0396028,1.43015,51.0,23.0,24.0
5.31359,9.94583,0.824132,72.0712,2.09777,12.5849,0.0396879,1.25943,58.0,16.0,23.0
5.49004,10.3672,0.819449,133.151,2.88586,6.57784,0.0399379,1.98796,55.0,18.0,25.0
5.67985,11.803,0.846936,79.8673,4.84541,9.22227,0.0399889,0.96805,57.0,21.0,20.0
5.98435,5.37714,0.39377,50.6766,3.42563,5.55376,0.0400754,1.26395,59.0,20.0,18.0
6.18846,5.87477,0.379295,92.5448,6.15946,6.18169,0.0401923,1.39771,52.0,24.0,18.0
5.90837,2.39455,0.401543,34.288,7.51869,5.33982,0.0402003,1.14491,63.0,17.0,16.0
5.80615,7.13063,0.518631,163.687,16.2359,5.89389,0.0402528,1.08737,54.0,19.0,23.0
6.26418,2.95012,0.200423,50.5771,3.06668,4.1921,0.0403999,1.05673,63.0,18.0,18.0
5.80677,3.62076,0.220962,73.73,6.32239,4.82194,0.0404589,0.690687,64.0,22.0,14.0
6.20558,10.0885,0.977847,117.344,19.4228,7.77102,0.0404985,1.73465,57.0,23.0,17.0
5.58119,4.19097,0.265991,62.583,2.14685,7.64658,0.0406939,1.09311,69.0,18.0,12.0
6.39207,9.75338,0.781167,152.122,16.8246,8.1461,0.0412252,1.59463,67.0,19.0,13.0
6.05713,9.80138,0.86801,177.753,6.38041,8.00729,0.0412881,1.71702,61.0,16.0,22.0
6.16854,4.93971,0.359182,70.8273,6.03121,4.22772,0.0413091,0.997178,54.0,23.0,20.0
5.93372,6.72518,0.597122,80.6539,3.55274,6.62215,0.0413425,1.13896,63.0,20.0,16.0
6.07727,4.8769,0.502184,171.541,13.5944,7.13239,0.0414538,0.810068,66.0,18.0,14.0
6.21907,6.54456,0.404823,98.5608,3.68274,7.83989,0.0416534,0.93283,71.0,12.0,13.0
5.58754,15.4189,1.06672,65.1144,2.30863,10.7134,0.0416749,1.5351,53.0,19.0,22.0
4.78618,9.85288,1.23974,205.249,1.46694,7.52997,0.0417328,1.52694,58.0,18.0,21.0
5.30079,10.0454,0.772272,189.092,3.87516,5.71603,0.0418167,1.08422,55.0,23.0,18.0
6.17406,7.77981,0.447709,91.471,8.07651,4.4008,0.0418487,1.57625,55.0,22.0,23.0
6.54938,6.22001,0.390121,92.3217,7.15141,8.20405,0.0418914,1.41589,59.0,21.0,13.0
5.03232,13.2697,1.18354,58.9751,4.84043,15.5795,0.0419536,0.727469,51.0,20.0,27.0
5.84077,7.57212,0.561382,74.0116,2.02808,8.31833,0.0421349,1.01898,58.0,21.0,17.0
6.03747,4.23871,0.262412,69.9617,6.69514,4.62079,0.0424095,1.2692,68.0,16.0,16.0
5.55955,11.4217,1.1929,154.119,4.18654,8.44349,0.0424928,2.05499,51.0,21.0,24.0
5.33168,10.1459,0.806773,12.14,2.17477,10.5403,0.0425909,1.11916,47.0,21.0,32.0
6.0077,5.64496,0.480419,155.818,8.42613,7.66955,0.0428407,1.32171,71.0,16.0,13.0
5.66971,6.1118,0.492045,63.5178,5.7225,6.77711,0.0428753,1.62567,51.0,27.0,20.0
6.13843,11.2525,0.84691,117.228,6.31823,7.82441,0.0430444,1.28469,66.0,17.0,14.0
6.40211,14.5043,1.23114,175.285,14.0629,6.79754,0.0432877,1.65888,59.0,18.0,19.0
5.85554,5.89768,0.433194,10.8072,7.03163,7.8118,0.0434669,1.08361,58.0,19.0,21.0
5.95626,7.69031,0.932089,87.6916,2.30349,7.57389,0.0436481,1.00837,63.0,16.0,17.0
6.02096,6.45053,0.670447,160.649,3.10315,5.7989,0.0438259,0.937163,61.0,16.0,14.0
5.76882,7.16463,0.530806,10.653,5.57183,6.52178,0.0439181,0.809543,53.0,22.0,22.0
5.86264,5.78432,0.283247,91.471,7.44923,5.42308,0.0439356,1.33527,59.0,22.0,17.0
6.1824,5.4087,0.2863,73.1948,18.0466,4.30186,0.0439916,1.03389,50.0,22.0,22.0
5.64753,3.51196,0.263393,61.8804,9.12014,4.06858,0.0440424,0.908724,64.0,14.0,20.0
5.17068,8.27647,0.798339,11.3777,5.42649,11.5803,0.0442122,0.750187,52.0,23.0,20.0
5.71177,7.43898,0.393441,91.471,8.35377,6.77255,0.0442146,0.863979,58.0,21.0,16.0
6.27269,5.75263,0.436923,70.1471,2.25586,5.34565,0.0444369,0.856664,70.0,15.0,15.0
5.25442,11.0802,0.991737,100.617,3.80001,8.02851,0.0444801,1.31203,50.0,21.0,28.0
5.73929,12.8764,0.954207,74.5239,4.28402,8.91846,0.0445645,1.0652,60.0,18.0,20.0
6.01304,7.57858,0.56247,111.34,15.7983,3.94865,0.0446156,1.53932,47.0,22.0,25.0
6.36458,3.97119,0.348133,118.009,6.49162,5.03988,0.0447348,1.25633,53.0,20.0,27.0
5.55161,9.53441,0.660051,198.657,14.362,9.54472,0.0447948,1.56143,51.0,24.0,23.0
5.30485,10.1269,0.993951,73.1527,2.39861,12.2124,0.0449701,1.26279,54.0,17.0,24.0
5.89757,8.93429,0.823408,157.47,8.0647,8.10724,0.0449778,1.69151,60.0,17.0,22.0
5.59203,7.61143,0.786502,89.9979,1.11041,15.4536,0.0451461,1.02475,52.0,21.0,26.0
5.92902,10.4611,0.747096,76.2764,4.31497,7.0773,0.0451817,2.01357,50.0,19.0,24.0
6.74919,7.90367,0.705224,157.512,6.4585,7.01015,0.0454403,1.87838,57.0,21.0,15.0
6.43853,4.97955,0.36589,90.8004,12.9193,3.91934,0.0454971,0.982511,65.0,16.0,15.0
6.03646,4.28893,0.34681,116.299,17.6178,5.36458,0.0457341,0.935093,56.0,21.0,23.0
5.95656,8.67532,0.838468,64.4548,10.1209,8.06166,0.0457982,1.64725,52.0,26.0,21.0
5.76306,19.026,1.39561,95.7571,1.47468,15.3629,0.0460142,0.859331,47.0,23.0,29.0
5.99715,8.43915,0.381993,138.583,5.20651,8.32447,0.0460198,1.47825,55.0,20.0,25.0
6.16288,11.3603,0.820642,81.2623,2.45815,8.85051,0.0460451,1.28887,49.0,20.0,29.0
6.16694,4.24521,0.47964,35.7471,9.71766,6.24097,0.0461645,1.12243,63.0,18.0,18.0
6.33237,11.6337,0.535569,93.2297,2.88155,5.80074,0.0462869,1.29748,66.0,16.0,13.0
5.65687,6.33166,0.55584,70.5893,2.40078,12.4694,0.0463886,1.01081,55.0,21.0,23.0
5.56942,9.89974,0.538775,76.6921,4.42683,8.76124,0.0464129,1.39203,50.0,26.0,19.0
6.28023,4.86939,0.404405,34.2232,4.18972,10.4196,0.0465351,0.709602,59.0,19.0,19.0
5.4204,5.22642,0.47282,156.182,10.1407,8.48334,0.0465813,1.02386,73.0,14.0,13.0
5.74224,6.00154,1.1364,83.7876,3.48448,6.50775,0.0467295,2.37265,56.0,17.0,23.0
5.92275,8.20411,0.742314,105.031,4.70096,8.57758,0.0467452,1.94949,55.0,20.0,25.0
5.6216,3.59498,0.375355,50.6766,4.31869,5.94204,0.0469469,1.41566,61.0,16.0,22.0
6.50599,6.11224,0.500895,95.276,5.36111,7.04263,0.0471002,1.39472,59.0,20.0,14.0
5.55301,6.00154,1.33328,81.2904,4.96399,16.4352,0.0472078,1.21418,59.0,20.0,16.0
6.00308,10.6874,0.756643,48.2657,5.56033,10.9236,0.0473855,0.597444,60.0,20.0,18.0
5.98008,9.31367,0.485889,81.6752,4.16816,6.26978,0.0474137,1.43351,50.0,24.0,22.0
5.50149,5.22646,0.403667,77.327,6.15327,5.21608,0.0474651,1.36594,53.0,22.0,19.0
5.78894,11.0308,0.973368,165.035,8.93049,7.93755,0.0474735,1.67125,53.0,21.0,24.0
6.0452,5.23834,0.396421,101.765,8.94182,5.83099,0.0475719,1.72646,55.0,17.0,22.0
6.27585,7.70515,0.476134,107.661,8.87777,9.42066,0.0476017,0.947004,58.0,23.0,16.0
5.85807,11.4365,0.568072,105.062,6.69292,7.12259,0.0476975,1.3044,57.0,16.0,25.0
6.30696,8.14943,0.483604,173.8,2.85977,7.1908,0.0477798,1.47654,49.0,25.0,22.0
5.33206,5.2972,0.418362,9.87968,4.81432,6.94755,0.0479185,1.37051,53.0,23.0,22.0
5.71684,11.0922,0.79697,91.0358,3.40993,7.43897,0.0479972,1.02179,61.0,20.0,17.0
5.42854,4.62536,0.547515,12.5785,2.86308,12.0878,0.0480747,0.778362,51.0,24.0,21.0
5.66823,6.13997,0.473146,225.216,3.67119,6.20175,0.0481245,1.52238,60.0,17.0,19.0
5.9825,11.3662,0.980023,63.5178,6.70195,8.64223,0.0485893,1.44803,63.0,18.0,15.0
6.08531,12.9493,1.39441,148.571,2.07416,8.92771,0.0485909,1.50212,51.0,24.0,22.0
6.45041,2.8508,0.272642,116.299,9.95047,3.70828,0.0486692,1.03299,67.0,17.0,15.0
5.201,11.0746,0.772482,103.668,2.44426,13.5762,0.0487304,2.37236,53.0,18.0,25.0
6.67989,5.12353,0.582122,111.619,6.49228,3.6705,0.0487436,1.54647,71.0,17.0,12.0
6.01399,5.154,0.363578,125.839,10.9396,4.59879,0.0487514,1.16682,66.0,14.0,15.0
6.13557,8.6802,0.684312,115.857,1.83613,7.47782,0.0487564,1.72959,54.0,26.0,20.0
5.42031,10.8736,0.928249,69.8924,5.59339,10.3855,0.0489539,1.3297,58.0,19.0,16.0
6.10129,7.51948,0.277236,63.7577,3.07877,6.10674,0.0489638,1.54392,65.0,19.0,14.0
6.01967,8.13201,0.536306,93.5608,2.75656,6.39975,0.0492246,1.14611,56.0,23.0,19.0
5.58929,14.4584,1.49311,193.841,2.17849,7.98604,0.0493091,1.34879,53.0,17.0,24.0
6.35096,6.08037,0.578119,120.894,9.84009,5.69304,0.0494407,1.513,70.0,13.0,13.0
6.19641,5.14324,0.412849,92.1016,4.81919,7.13337,0.0495049,0.861143,55.0,17.0,24.0
6.58269,8.20563,0.528161,145.114,3.26426,6.12893,0.0496558,1.60792,68.0,16.0,15.0
5.42085,5.40061,0.706192,67.9425,1.53491,15.7457,0.0497179,0.826651,59.0,17.0,23.0
5.71348,5.05123,0.328611,59.0542,6.33794,5.04525,0.0499577,1.16443,62.0,17.0,20.0
5.53653,8.54008,0.718762,116.542,1.47851,7.98604,0.0499883,1.10685,50.0,17.0,22.0
5.32995,8.577,0.580193,110.298,3.06833,7.35137,0.0500049,1.02705,60.0,20.0,18.0
5.43225,5.21499,0.720556,42.5861,7.63931,7.42347,0.0500469,1.5246,54.0,22.0,23.0
6.35074,7.04916,0.521874,80.1058,19.0057,10.0965,0.0500478,0.973237,66.0,16.0,15.0
6.13151,15.4978,1.27895,172.723,6.49228,13.1575,0.0501108,1.84599,58.0,19.0,20.0
6.68569,14.5507,0.515691,80.056,8.3878,3.57449,0.0501875,1.41256,64.0,20.0,15.0
5.88551,9.22262,0.698862,79.778,4.47804,6.04395,0.0502168,1.38603,53.0,17.0,23.0
6.3351,9.90981,0.56827,71.6685,2.82367,12.3544,0.0503109,1.13237,59.0,22.0,19.0
6.27825,8.90261,0.599768,107.972,7.40795,7.03253,0.0503689,1.56357,59.0,21.0,18.0
5.77235,6.92642,0.519249,72.7771,6.34342,5.72141,0.0503837,1.28927,63.0,14.0,22.0
6.03463,5.95192,0.488405,61.9121,8.05981,4.34584,0.0504478,1.41035,63.0,15.0,18.0
6.29091,2.98562,0.301278,119.269,7.32334,5.30465,0.0504545,1.28533,51.0,23.0,22.0
6.40945,10.2491,0.745354,172.723,11.6716,7.32464,0.0504963,1.99001,59.0,18.0,22.0
5.90447,5.87079,0.466905,72.3193,8.35539,7.09551,0.0506705,1.50018,62.0,21.0,17.0
5.62201,9.25995,1.0498,42.4672,3.66316,8.55164,0.0508939,1.3032,62.0,17.0,17.0
5.81643,6.2896,0.483222,75.5641,2.12251,6.47683,0.0509801,0.974253,58.0,23.0,17.0
5.76022,14.7179,1.17974,103.938,5.65154,17.7584,0.0510269,2.0773,59.0,17.0,20.0
5.50726,10.8237,1.01788,164.008,2.46389,12.2536,0.0510318,1.46527,53.0,23.0,22.0
5.8208,6.94459,0.534092,63.5178,5.33125,6.59741,0.0511039,1.69617,55.0,23.0,20.0
6.00066,7.90769,0.686203,10.8408,4.17834,8.36869,0.0512114,0.872006,57.0,20.0,20.0
6.29388,7.27078,0.654702,122.298,20.0202,5.78285,0.0512497,1.24488,65.0,16.0,16.0
6.4908,7.71091,0.808097,153.44,7.80664,6.31255,0.0512815,1.80407,51.0,22.0,22.0
5.19172,10.8497,0.943578,71.4167,3.41471,8.26268,0.0514094,1.95562,55.0,20.0,24.0
6.16045,4.92209,0.271937,93.3672,4.53136,6.61198,0.0514143,1.28661,56.0,23.0,19.0
5.49855,9.94797,1.17101,66.7267,2.39428,7.98604,0.0514409,1.36274,54.0,23.0,23.0
6.15317,4.1597,0.328885,169.772,10.948,7.4819,0.0514579,1.29074,64.0,17.0,16.0
5.94766,13.7226,1.26823,81.9637,2.21876,14.7276,0.0515273,0.979716,69.0,16.0,11.0
5.88258,14.1712,1.20419,138.918,1.4435,7.98604,0.0515874,1.02346,53.0,18.0,25.0
5.18346,16.4707,1.35588,12.4255,1.87909,18.2056,0.0516127,0.712324,51.0,20.0,27.0
6.16797,9.50252,0.64867,93.9147,3.52224,6.50983,0.0517534,1.37818,48.0,23.0,21.0
6.26735,12.5154,1.27461,194.929,15.5805,9.20782,0.0518185,2.0835,58.0,18.0,19.0
5.93308,8.59157,0.800906,122.472,6.8508,7.3606,0.0518315,1.65265,61.0,17.0,21.0
5.57161,13.6258,0.820677,100.411,3.07312,11.3666,0.0519005,1.25945,61.0,18.0,19.0
6.49707,6.78379,0.378891,75.5032,6.03268,7.97316,0.0520039,0.627332,70.0,16.0,13.0
5.67272,18.9589,1.39783,224.713,3.71589,14.9862,0.0520323,2.21656,59.0,23.0,17.0
5.6334,10.9171,0.923593,93.0889,4.63763,7.34696,0.0521038,1.55085,67.0,14.0,13.0
5.89923,8.69907,0.767959,111.69,2.3996,8.9199,0.0521048,1.22467,54.0,18.0,25.0
6.15254,14.2459,0.976766,148.371,5.46254,6.44344,0.0522249,1.34145,53.0,23.0,22.0
5.71405,5.40002,0.674144,43.7394,11.2771,6.60912,0.0522508,1.47331,56.0,22.0,20.0
6.50551,6.78638,0.495083,165.239,3.88352,4.83517,0.0525249,1.37407,45.0,24.0,30.0
6.295,3.57123,0.345291,147.299,14.4571,4.3888,0.0526016,1.26632,58.0,19.0,22.0
5.61644,14.3827,0.948224,109.664,7.74326,10.2711,0.0526942,1.41329,54.0,21.0,22.0
6.03292,4.32621,0.300538,72.7771,3.97574,5.4332,0.0527238,1.29351,51.0,25.0,20.0
6.06029,6.90469,0.372311,57.9019,3.1372,7.20465,0.0528191,0.655199,58.0,19.0,19.0
6.04325,11.2368,0.919099,81.8582,3.64864,12.4072,0.0528614,1.53332,55.0,18.0,20.0
5.82088,11.121,0.840695,81.6752,3.64648,8.89787,0.0529046,1.51416,53.0,19.0,26.0
5.80232,7.00523,0.481395,74.0116,3.07098,8.55307,0.0529999,0.932127,62.0,21.0,17.0
5.59753,13.2389,1.17257,60.5908,3.56524,8.45512,0.0530918,2.20689,52.0,23.0,18.0
5.52392,4.67726,0.282755,93.1042,7.15735,5.35386,0.0534586,1.40744,62.0,21.0,16.0
6.08856,6.6809,0.584205,93.1042,10.9762,6.18553,0.0535049,1.74047,54.0,25.0,19.0
6.10672,7.63298,0.714904,130.982,3.04859,10.6885,0.0537231,0.920858,68.0,16.0,14.0
5.81587,5.2255,0.452795,147.299,7.12902,5.37263,0.0537514,1.31511,56.0,21.0,23.0
6.33626,10.2045,0.620036,98.5209,3.43193,8.89447,0.0537546,1.36114,63.0,19.0,16.0
5.59556,13.2902,0.918591,86.2069,2.45488,8.22473,0.0538707,1.29755,58.0,18.0,24.0
6.3164,7.23543,0.473079,91.471,5.7215,5.16965,0.0541231,1.57524,51.0,25.0,20.0
5.46662,10.1019,0.952863,150.898,8.73405,6.09083,0.0543525,1.74578,55.0,19.0,22.0
5.89574,4.98818,0.348631,74.5434,6.70992,7.22032,0.0544139,1.39836,48.0,28.0,24.0
6.49575,15.0665,1.32104,174.689,5.86063,5.43655,0.0547756,2.31834,68.0,15.0,14.0
5.57973,11.5569,0.793,156.745,5.64439,10.8359,0.0548554,1.45041,52.0,21.0,22.0
5.99437,7.76236,0.56066,59.8842,3.50622,6.75871,0.0548714,1.2714,51.0,22.0,26.0
6.80025,3.74811,0.280468,105.503,2.78479,5.87525,0.0549326,0.998399,53.0,19.0,22.0
6.16237,10.3715,0.795244,65.8617,4.62441,9.0954,0.0549615,1.73316,50.0,26.0,24.0
6.00349,7.04495,0.583618,119.25,3.64633,8.08175,0.0550673,1.37211,57.0,19.0,21.0
6.33564,6.50739,0.623155,119.089,13.5216,5.82909,0.0550768,1.09921,67.0,18.0,13.0
5.53783,8.55194,0.688276,81.5929,3.62716,7.40058,0.0552648,1.17529,56.0,23.0,17.0
5.31979,10.863,1.4553,111.6,3.07191,11.4131,0.0553532,1.46559,62.0,20.0,17.0
5.83695,5.93415,0.432136,75.0153,2.10273,5.24213,0.0553835,1.40536,54.0,20.0,21.0
4.9637,17.1775,0.44981,120.814,2.11778,15.7858,0.0554133,1.63827,53.0,21.0,24.0
6.24049,5.81024,0.486013,50.6766,4.55985,6.0132,0.0554593,0.950232,58.0,20.0,19.0
6.27208,15.8958,1.26395,60.1917,6.33944,7.33014,0.0554679,1.32582,58.0,21.0,19.0
5.21218,8.42606,0.97405,113.683,0.90112,7.98604,0.0554952,0.428044,51.0,19.0,26.0
6.53109,6.90881,0.601738,81.7622,1.96864,10.6492,0.0555115,1.54827,57.0,22.0,18.0
5.35558,7.16445,0.730498,39.2316,6.21948,6.55874,0.0555192,0.598339,60.0,21.0,17.0
5.4708,7.52938,0.674542,12.9624,4.23717,15.7485,0.0555368,0.990834,56.0,23.0,19.0
6.52767,7.7959,0.584961,64.4548,11.4508,6.48605,0.0560593,1.11356,47.0,21.0,28.0
5.96387,3.76612,0.264701,92.1572,10.1718,3.95457,0.0560968,0.880853,65.0,16.0,19.0
5.72196,7.80336,0.776528,7.64342,3.88984,6.15042,0.0562595,0.789844,59.0,19.0,22.0
6.45425,10.8992,1.07524,116.091,1.4306,8.33692,0.0563824,1.4925,61.0,22.0,15.0
5.26604,6.00154,0.44981,166.589,15.7969,13.2827,0.0564472,1.53047,53.0,21.0,22.0
6.46213,12.2401,0.972419,141.931,4.75267,6.51891,0.0564574,2.0283,64.0,17.0,17.0
5.64163,5.57175,0.618334,11.0602,3.03893,6.31405,0.0565352,0.928302,56.0,23.0,18.0
5.96118,14.1592,1.01825,74.526,9.11281,9.46058,0.0565991,1.67041,60.0,22.0,17.0
5.32198,7.5991,0.652648,74.809,2.69971,7.29827,0.0566087,0.93307,67.0,18.0,15.0
5.73433,6.74824,0.652528,146.829,8.9329,5.63182,0.0569617,1.30814,55.0,21.0,22.0
5.89846,7.81655,0.494267,77.6336,7.5399,5.93041,0.0570061,1.30767,70.0,16.0,12.0
5.98553,5.87534,0.501011,8.43654,5.17679,6.53354,0.0571216,1.21927,54.0,18.0,23.0
5.65864,7.7996,0.599953,119.432,3.91526,4.81492,0.0571352,0.815318,60.0,17.0,19.0
5.6568,7.94458,0.51725,95.961,8.06337,5.00982,0.0571815,1.51151,62.0,18.0,19.0
6.09101,10.6827,1.12417,287.342,2.95029,9.01328,0.0577711,0.971885,56.0,17.0,22.0
5.51071,9.07095,0.652145,133.134,2.6266,9.18042,0.0579254,1.73493,53.0,22.0,25.0
6.21101,8.30839,0.880953,34.3594,5.05477,5.84042,0.0580898,0.73804,68.0,16.0,14.0
6.1095,4.03964,0.229217,90.8634,13.1031,4.04885,0.0582114,1.08571,65.0,16.0,19.0
5.67361,9.82422,1.00296,33.8641,3.57401,12.475,0.0582264,1.15827,46.0,24.0,21.0
6.31881,10.285,0.708682,105.8,3.1116,7.20507,0.0586899,1.48898,53.0,25.0,21.0
6.44324,8.05096,1.28448,47.5501,9.67657,7.79103,0.0587726,1.46625,55.0,23.0,21.0
5.50359,9.13063,0.814279,113.652,8.48059,9.99568,0.0589337,1.41779,57.0,21.0,21.0
5.37357,10.9101,0.738982,91.471,4.81346,7.23936,0.0590654,1.24101,57.0,18.0,20.0
5.32085,12.1417,1.05437,131.996,2.46503,15.5624,0.0591863,0.85367,57.0,20.0,23.0
5.66307,5.74844,0.775087,43.7394,8.67774,5.76694,0.0593613,1.49201,53.0,21.0,21.0
5.97301,9.92157,0.981553,130.209,6.06139,9.13376,0.0596988,1.4192,49.0,20.0,22.0
6.0347,10.4891,1.05548,150.336,14.7899,10.3526,0.0599542,1.62931,50.0,20.0,26.0
5.91999,6.58281,0.676342,100.225,6.08083,8.44133,0.0601697,1.30001,56.0,22.0,19.0
5.32198,9.08416,0.521807,63.0499,4.35618,6.18045,0.0602041,1.40529,55.0,22.0,18.0
5.16423,12.8842,1.08673,83.9493,6.11354,9.87988,0.0602482,2.06579,57.0,21.0,19.0
5.24168,14.7331,1.52893,67.8471,2.19439,11.5436,0.0604316,1.18822,60.0,20.0,18.0
6.10277,8.07512,0.485999,125.335,12.9047,8.66247,0.0604932,1.72509,62.0,18.0,19.0
5.51403,6.00154,0.44981,153.567,3.2574,14.4073,0.0604993,1.32645,56.0,18.0,21.0
6.20158,5.97985,0.683601,146.89,5.64299,5.3601,0.0609294,1.50899,59.0,19.0,21.0
5.80628,6.55437,0.754521,43.7394,6.33697,5.23457,0.0609996,1.0713,65.0,18.0,17.0
5.42666,11.9734,0.869165,120.45,1.91956,11.2098,0.0610494,1.96781,51.0,21.0,23.0
5.86019,8.98871,0.696902,72.0712,0.959697,9.53796,0.0610902,1.19664,58.0,19.0,22.0
6.24968,8.15933,0.567938,122.285,16.4218,8.48159,0.0612317,1.5434,55.0,21.0,24.0
5.66612,6.10551,0.889171,65.4279,3.66521,11.2112,0.0616005,1.35651,52.0,20.0,24.0
5.77584,8.03685,0.857226,103.02,5.6783,8.05578,0.0616271,1.80813,54.0,18.0,23.0
6.07745,7.19301,0.475407,65.225,5.1467,5.81241,0.0617034,1.56775,58.0,24.0,17.0
5.45637,17.5315,0.898074,96.455,3.34605,9.09992,0.0619591,1.21406,55.0,18.0,24.0
5.84079,8.18242,0.880194,52.7157,3.70502,11.8562,0.0619699,0.930459,65.0,16.0,15.0
6.31723,10.5098,0.770166,76.6399,3.73066,7.3192,0.0620425,0.866253,47.0,27.0,22.0
6.70693,12.1459,0.862675,122.703,9.49093,8.82934,0.0621171,1.9686,70.0,14.0,15.0
5.99109,11.4424,0.768006,63.5178,5.44119,9.96383,0.0621505,1.24169,59.0,22.0,16.0
5.80944,9.68218,0.638677,155.818,7.25141,6.31915,0.0622018,2.00028,52.0,21.0,23.0
5.60318,9.59821,0.639083,90.814,2.33711,8.79854,0.0623344,1.44616,52.0,22.0,25.0
6.40251,12.471,0.774578,173.273,14.4287,8.73181,0.0623697,1.98698,56.0,21.0,22.0
5.4543,10.5966,0.865554,102.856,5.92319,6.84918,0.0623763,1.19054,51.0,19.0,25.0
5.69709,9.54531,0.668636,199.33,15.154,12.2743,0.0624523,1.16041,54.0,20.0,21.0
6.63948,3.3753,0.272683,72.7771,3.91098,5.33307,0.0627247,1.22611,57.0,23.0,19.0
5.69519,7.07782,0.455117,72.8297,2.89702,4.53549,0.0627891,1.02062,58.0,15.0,21.0
5.6419,8.49099,0.683941,75.5032,2.78386,8.2398,0.0628972,1.4997,60.0,15.0,22.0
5.97876,10.2617,0.956219,204.983,5.30165,7.30726,0.0629277,1.59025,61.0,16.0,16.0
5.65186,7.59488,0.612468,98.0302,2.78884,8.95957,0.0630999,1.04659,59.0,21.0,16.0
6.64543,6.14673,0.773751,153.37,4.32232,9.25718,0.0631612,1.04899,62.0,22.0,14.0
