pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
6.0819,8.52489,0.664897,125.658,1.87878,7.59337,0.15194,1.73871,68.0,18.0,12.0
5.70884,10.9691,0.732477,91.0358,5.05136,5.72018,0.15685,1.41676,57.0,20.0,18.0
6.48383,7.34231,0.807857,234.959,5.02389,6.23473,0.16011,0.899915,57.0,19.0,16.0
6.05746,15.0538,1.2009,79.6854,4.42578,11.7395,0.16544,1.79534,67.0,17.0,12.0
6.05828,8.75316,0.921532,64.4668,3.84997,5.91843,0.17185,0.913428,61.0,23.0,15.0
6.61236,3.80899,0.539828,125.119,5.41244,10.2381,0.17983,1.23416,58.0,18.0,18.0
6.36759,5.90138,0.404773,122.298,13.8595,5.93759,0.18636,1.37628,60.0,18.0,19.0
6.98778,6.00659,0.669862,180.616,3.25221,7.98604,0.18843,0.753341,59.0,17.0,20.0
5.84185,11.1593,1.285,256.528,9.81042,7.98604,0.19104,1.75168,54.0,18.0,24.0
6.70738,9.76345,0.725328,92.5448,10.3026,6.981,0.19377,1.86254,51.0,26.0,21.0
6.98375,6.09496,0.476494,158.744,18.255,5.92214,0.19846,1.16959,60.0,16.0,19.0
7.10298,6.89558,0.749069,154.912,6.07983,6.40195,0.20253,1.6198,57.0,21.0,20.0
6.56349,11.9668,1.28788,205.599,9.71019,11.9583,0.22685,1.68747,61.0,17.0,18.0
6.1568,6.00154,1.225,93.2748,10.1681,18.0258,0.24608,1.78374,62.0,16.0,21.0
6.38538,6.77048,0.810418,161.175,6.44866,6.99107,0.26895,1.7415,47.0,21.0,25.0
6.55961,9.57357,0.741177,173.135,5.17872,15.7149,0.33191,1.9954,52.0,20.0,22.0
5.65265,17.4048,1.47231,254.209,7.67067,7.98604,0.33288,1.14,48.0,25.0,23.0
6.43242,8.75852,0.754518,253.339,3.02727,7.98604,0.33359,1.64351,59.0,18.0,20.0
6.41323,5.21668,0.382172,51.6911,5.90701,5.58765,0.010465,1.13011,64.0,18.0,16.0
5.24615,7.46439,0.492894,77.486,4.26601,10.8172,0.010877,0.930192,62.0,17.0,14.0
6.19139,3.37203,0.288286,63.0674,2.31451,5.2325,0.011175,1.01101,53.0,23.0,18.0
5.9374,4.06383,0.316856,63.962,10.8605,5.42425,0.011742,0.599202,61.0,19.0,18.0
5.73452,9.20381,0.596908,61.8728,8.37818,10.3383,0.012035,1.06077,59.0,18.0,14.0
5.8243,8.51096,0.762196,129.933,4.30709,5.1304,0.012741,1.8387,60.0,22.0,16.0
6.17912,4.97766,0.464392,10.7613,4.76366,7.30298,0.013528,0.571498,64.0,15.0,16.0
6.46007,2.60943,0.200225,68.3857,3.13,4.21986,0.013542,0.875171,59.0,23.0,18.0
6.08084,6.54665,0.338367,113.763,6.20244,7.75647,0.013618,1.50719,45.0,26.0,22.0
5.84154,7.02938,0.80121,63.9247,6.53858,6.08178,0.014267,1.19157,52.0,27.0,21.0
5.95837,8.96886,0.453844,74.0161,3.10044,7.42028,0.014332,1.37645,67.0,19.0,14.0
6.02385,7.30039,0.26162,54.7273,8.73383,4.7605,0.014593,1.49043,69.0,16.0,11.0
5.80065,3.14041,0.49652,26.1671,4.17093,6.53464,0.014952,1.32452,53.0,21.0,22.0
5.86602,8.11175,0.456586,110.107,3.41696,6.72717,0.015811,1.08375,51.0,23.0,19.0
6.24094,7.8021,0.339819,106.09,3.7182,5.75366,0.015883,1.67441,60.0,22.0,18.0
5.25488,7.62856,0.654674,71.668,4.31564,7.07526,0.015974,1.49753,64.0,21.0,15.0
5.79926,4.54638,0.348375,73.2597,3.9426,5.447,0.016102,0.958149,61.0,21.0,17.0
5.66525,15.5202,1.23615,170.056,4.95659,11.073,0.016511,2.30507,53.0,20.0,24.0
6.34785,6.48043,0.474313,61.8728,5.6755,6.61082,0.016833,1.315,60.0,17.0,15.0
5.18079,6.37191,0.467725,65.225,5.60191,6.79864,0.017504,1.18905,58.0,17.0,22.0
6.11144,7.8525,0.580411,101.765,6.78604,6.64653,0.018938,0.992661,55.0,18.0,21.0
5.84575,12.802,0.643496,91.6114,7.66751,6.31315,0.019903,1.58602,61.0,22.0,16.0
6.47596,6.11607,0.340646,91.471,5.80823,5.64847,0.020128,1.0783,61.0,20.0,18.0
5.23617,11.7573,1.2241,26.7827,4.6817,9.40606,0.020313,0.694065,45.0,22.0,25.0
5.5989,10.3571,0.710737,79.8781,1.98219,8.6771,0.020548,1.41292,58.0,18.0,22.0
5.7602,16.1954,0.732952,143.804,2.22735,5.27156,0.020618,1.99794,57.0,19.0,21.0
6.20812,7.75883,0.526372,61.0754,6.39786,6.13368,0.020627,1.45468,65.0,18.0,16.0
5.48737,8.96261,0.995194,10.4738,3.69894,8.57494,0.021468,0.775023,47.0,25.0,22.0
6.24522,3.21277,0.24744,70.6721,6.13555,3.83605,0.021823,0.922692,59.0,21.0,19.0
6.22039,2.50021,0.228018,55.0229,10.6802,5.53668,0.022116,0.659035,64.0,20.0,16.0
6.01707,5.88353,0.285015,77.4032,2.4506,5.75234,0.022214,1.16705,72.0,15.0,12.0
5.97046,4.98924,0.344113,62.3088,6.85438,4.23499,0.022238,1.04551,69.0,15.0,12.0
6.05889,7.71365,0.674538,103.937,1.89158,5.47932,0.022928,1.11832,65.0,16.0,15.0
5.89881,6.74418,0.463216,73.73,7.07867,5.57021,0.023234,1.41829,64.0,19.0,14.0
6.78532,4.46619,0.366807,113.748,10.6114,6.04565,0.023261,0.504835,61.0,21.0,18.0
5.76107,7.90207,0.710986,119.492,3.29374,6.65939,0.024166,1.03565,58.0,17.0,25.0
5.77217,4.7449,0.47291,8.50103,3.01637,7.01705,0.024174,0.863514,50.0,20.0,24.0
6.09444,2.87257,0.301378,86.5492,2.81883,6.01006,0.024239,1.20769,52.0,27.0,21.0
6.09944,4.93313,0.326048,49.8153,5.96704,4.50278,0.025222,1.27558,61.0,16.0,21.0
5.7138,5.24431,0.3909,79.9419,5.74147,6.13394,0.025612,1.19268,66.0,16.0,14.0
6.20151,3.7133,0.414738,74.9508,4.02976,4.91167,0.025863,0.773669,68.0,16.0,14.0
5.85027,7.80027,0.511984,114.974,5.56056,6.02424,0.027197,1.26093,54.0,23.0,23.0
5.666,15.601,0.929811,75.5641,5.34177,8.03476,0.027608,1.48381,57.0,19.0,22.0
5.96626,4.80315,0.340398,14.3647,5.25365,5.45045,0.028994,0.992063,54.0,23.0,23.0
6.13933,6.52615,0.732845,9.93052,8.96233,7.21886,0.029331,0.696196,63.0,19.0,18.0
6.01154,7.46085,0.588401,121.769,7.24265,4.75114,0.030239,1.12889,48.0,22.0,24.0
6.69078,6.36368,0.378653,116.556,5.93129,4.9271,0.030554,1.31937,56.0,25.0,19.0
5.51526,7.98919,0.85503,7.79891,2.71228,8.04602,0.031239,1.16537,54.0,16.0,22.0
6.14241,3.05157,0.309629,21.653,7.21779,3.92211,0.031342,1.0371,56.0,21.0,21.0
5.67173,10.0988,0.740193,89.6254,3.83052,5.51419,0.031928,0.97806,64.0,19.0,15.0
5.68784,7.68874,0.478676,80.3245,3.74686,7.71021,0.033127,1.39192,55.0,20.0,19.0
5.75128,10.3892,0.675002,65.6267,2.25731,9.6803,0.033208,1.00159,53.0,23.0,23.0
5.83889,10.8918,0.671287,70.6583,2.64493,12.9166,0.033213,0.938662,58.0,18.0,22.0
6.28778,7.34024,0.562848,101.841,10.6783,5.6597,0.035436,1.0403,53.0,22.0,23.0
6.47835,11.2819,0.620111,206.555,4.72419,6.27104,0.035794,0.886451,61.0,19.0,19.0
6.01539,8.41771,0.49898,116.766,14.5806,7.38695,0.035893,1.39128,56.0,23.0,21.0
5.64201,5.65567,0.44981,104.525,10.116,8.0032,0.036326,1.62835,53.0,15.0,24.0
5.74793,4.22844,0.354939,8.43654,7.07524,6.20634,0.037278,1.0367,52.0,25.0,21.0
5.32571,4.14342,0.23345,72.7771,10.1855,4.0185,0.037949,0.65506,53.0,23.0,20.0
5.74384,7.53221,0.668418,93.0298,4.70346,10.0109,0.038004,0.725128,63.0,21.0,15.0
5.41176,16.4849,0.896227,166.589,3.46305,7.22209,0.038703,1.14,60.0,15.0,19.0
6.27148,5.02306,0.306782,96.4956,5.49607,5.27165,0.039654,1.36405,60.0,20.0,15.0
5.82978,4.78234,0.429308,10.7739,4.78649,6.85772,0.039817,0.732702,58.0,18.0,23.0
6.32745,7.56648,0.528193,51.3337,1.72032,7.03314,0.040356,1.0912,50.0,26.0,21.0
5.77556,8.68268,0.835233,145.252,11.6626,7.98604,0.041492,1.60166,52.0,20.0,25.0
6.11989,9.27167,0.732947,169.165,15.0589,5.97012,0.043516,1.63607,67.0,13.0,15.0
5.69473,8.99774,0.687296,73.459,4.09975,7.23582,0.044416,1.01798,65.0,17.0,13.0
5.79067,10.0431,0.923067,122.874,2.1113,11.2789,0.045294,1.07778,56.0,16.0,22.0
5.69681,4.14436,0.395882,116.299,8.54059,4.12444,0.052727,1.20613,61.0,16.0,18.0
6.49878,10.9627,0.79172,90.874,6.59701,6.52793,0.053264,1.66476,55.0,22.0,21.0
5.78686,12.4285,1.54439,72.1053,2.90696,10.3526,0.054438,1.60304,58.0,16.0,23.0
5.2157,7.80555,1.03275,93.703,2.99794,7.06674,0.054538,1.36558,63.0,13.0,24.0
5.45857,10.1737,0.937271,146.987,2.14437,11.3358,0.054715,1.05106,55.0,20.0,21.0
6.24755,15.1432,0.44981,74.973,3.92289,12.5419,0.055851,2.16867,57.0,16.0,21.0
5.86846,13.8495,1.37473,202.003,4.23684,8.29004,0.056692,1.01032,60.0,20.0,16.0
6.284,6.08154,0.351115,97.6987,11.3789,11.0157,0.060673,1.49921,64.0,16.0,17.0
5.24241,7.62256,0.711166,103.104,1.42895,7.98604,0.062165,0.972402,53.0,19.0,23.0
6.19146,4.60502,0.536957,86.5611,8.00957,5.93612,0.063804,1.33951,63.0,18.0,14.0
5.20852,6.6776,0.870605,95.4466,3.65991,11.2418,0.064394,0.942078,56.0,20.0,24.0
5.73617,9.91599,0.841655,81.7622,1.70771,7.1742,0.065383,0.872109,49.0,21.0,25.0
6.05806,8.10094,0.620858,158.49,15.7292,7.33407,0.065457,1.82074,58.0,16.0,20.0
6.26029,10.8288,1.18294,217.384,11.7469,7.08609,0.065612,1.8061,57.0,19.0,24.0
6.32446,12.5202,1.05037,75.5641,2.30592,6.30337,0.066426,1.35526,66.0,15.0,15.0
5.93086,10.9463,0.53251,122.997,3.29862,13.0489,0.069439,1.45164,59.0,17.0,22.0
6.507,9.45271,0.792393,133.418,11.3729,8.91184,0.076917,1.51889,65.0,17.0,18.0
5.8475,6.50883,0.620291,17.4378,5.71224,6.19588,0.080779,1.15484,49.0,24.0,20.0
5.52417,11.0174,1.03528,96.5834,1.75687,6.59676,0.086198,1.35597,56.0,18.0,24.0
6.29339,6.56568,0.593769,80.8336,9.19863,8.22809,0.086637,1.43636,62.0,14.0,17.0
6.57236,7.81914,0.848728,231.517,2.51049,7.2671,0.088302,1.45467,56.0,18.0,24.0
5.62847,15.0176,1.66734,148.68,6.15831,13.3336,0.088386,1.47034,57.0,17.0,22.0
6.53606,8.26919,0.475884,96.5176,4.36544,7.10711,0.090463,1.71897,60.0,19.0,19.0
7.41287,8.90481,0.438978,62.1473,17.2714,7.84957,0.091076,1.22773,60.0,16.0,22.0
5.31101,9.214,0.905649,118.248,4.02327,11.8809,0.091709,1.24732,55.0,21.0,22.0
6.35339,12.6455,0.709338,96.0256,8.03226,5.77943,0.092885,1.36274,59.0,21.0,16.0
5.82429,8.95611,1.13822,130.723,2.42379,15.4357,0.092955,1.30271,63.0,15.0,20.0
5.87948,9.28942,0.686598,91.471,3.4063,5.58232,0.095987,1.12224,53.0,22.0,18.0
6.50597,9.07712,0.76917,164.317,7.50829,6.19414,0.096052,1.97663,56.0,23.0,20.0
5.94744,11.2197,1.24131,101.909,7.51814,10.3283,0.096487,1.55631,55.0,20.0,22.0
5.69316,6.88908,0.592888,61.8728,2.58947,6.65444,0.096561,1.56863,57.0,18.0,22.0
5.44377,13.1439,1.24213,157.865,3.73577,12.0135,0.099036,0.774367,63.0,19.0,16.0
6.20163,5.16854,0.309215,130.095,3.67503,8.41377,0.100007,1.73857,63.0,18.0,19.0
6.94643,10.6466,0.638188,114.051,9.68518,7.49352,0.100084,1.66212,69.0,14.0,14.0
6.428,9.27212,0.816409,160.901,6.6575,14.8129,0.100126,1.18593,60.0,17.0,17.0
6.16998,4.96538,0.548995,136.22,2.22811,7.34433,0.100722,1.30393,59.0,17.0,20.0
6.22219,8.70886,0.521879,123.125,3.66589,7.72719,0.101152,1.00509,49.0,19.0,21.0
5.96369,8.00058,0.509848,91.471,4.4724,6.59276,0.101334,1.68659,47.0,26.0,19.0
5.81592,10.5638,1.01206,164.5,3.49821,12.2794,0.101355,1.04375,48.0,17.0,26.0
5.57768,9.07556,0.990113,8.11261,4.81689,11.7984,0.101433,1.47238,59.0,18.0,23.0
6.75166,5.47826,0.698547,160.564,8.72465,6.11337,0.101449,1.1435,53.0,19.0,21.0
6.12328,7.25657,0.6514,155.818,11.3494,8.13181,0.101529,1.41059,56.0,21.0,21.0
6.3558,13.0289,0.619107,98.5086,3.50324,7.33716,0.102176,2.11812,63.0,21.0,16.0
6.58062,9.90089,0.998936,253.339,6.6984,5.487,0.102361,1.62376,55.0,19.0,25.0
6.00067,8.0194,0.582049,102.931,8.06252,6.78504,0.102658,1.74264,69.0,17.0,14.0
6.36157,13.167,0.935047,153.135,3.3869,8.86346,0.102686,1.86313,51.0,25.0,21.0
5.12874,6.00154,1.31369,207.073,3.17681,12.0783,0.102931,0.779834,51.0,21.0,26.0
5.48698,5.36772,0.849567,30.794,2.65169,16.9725,0.103318,0.980632,55.0,16.0,22.0
5.61609,9.32027,0.961641,217.384,10.4558,13.5384,0.103883,1.9374,50.0,23.0,25.0
5.3272,14.1967,1.20077,124.164,3.51424,12.9224,0.103891,1.17198,50.0,21.0,29.0
5.75506,8.09333,0.731198,115.904,8.09688,10.618,0.103975,1.22822,65.0,18.0,16.0
5.50358,12.5731,1.06538,122.594,2.26859,6.67224,0.104016,1.19264,57.0,22.0,17.0
6.18352,9.71685,0.461348,122.351,5.40876,7.72715,0.104144,1.1618,72.0,13.0,13.0
6.26349,13.2974,1.22843,105.883,11.7848,6.02415,0.104246,1.38376,64.0,15.0,16.0
6.58835,4.66056,0.401048,127.834,14.3152,5.5334,0.104377,1.57846,59.0,18.0,20.0
6.28825,15.741,1.11527,107.612,5.54347,5.78162,0.104476,1.51914,58.0,20.0,19.0
6.6114,6.73468,0.601643,225.075,6.65666,6.26239,0.104565,1.71827,59.0,16.0,19.0
5.43401,11.0026,1.02215,171.963,13.0964,11.6059,0.104645,1.58068,51.0,20.0,20.0
5.78426,8.62703,0.911785,103.357,7.07306,12.2977,0.104844,1.10529,54.0,15.0,21.0
6.14359,13.379,1.60257,155.113,12.6444,8.02551,0.104852,1.88357,62.0,17.0,21.0
6.28678,10.2435,0.946453,172.723,10.8895,8.01009,0.104875,1.31099,58.0,17.0,22.0
5.67556,5.98672,0.830984,103.946,3.25303,12.961,0.105096,0.70285,54.0,18.0,21.0
5.45324,9.04973,0.702583,77.0736,3.45613,8.00278,0.105959,0.90768,62.0,20.0,17.0
6.52453,10.8149,1.05969,172.559,7.91587,13.3716,0.106288,1.51435,53.0,19.0,24.0
5.86122,5.95784,0.713347,155.153,5.52835,14.6115,0.106461,0.990761,56.0,18.0,21.0
6.36636,14.1189,1.34267,132.254,20.644,7.52673,0.107178,1.91747,67.0,16.0,17.0
5.70774,6.00154,1.61436,123.96,7.82687,12.0701,0.107378,1.23131,48.0,23.0,26.0
6.07425,8.54636,0.733703,156.182,9.93231,6.34498,0.107763,2.07571,57.0,17.0,20.0
5.55491,6.89586,0.779123,27.0769,5.68361,10.9955,0.108211,0.98782,51.0,23.0,22.0
5.77794,7.46016,0.863958,161.863,7.1074,14.8087,0.108386,2.13688,58.0,17.0,24.0
5.58979,11.4149,1.04585,126.165,6.14997,5.52689,0.109111,1.55347,60.0,19.0,19.0
5.77518,8.45931,0.587704,122.373,3.6071,14.1135,0.109859,1.14625,56.0,19.0,22.0
5.88228,6.86998,0.441001,62.2102,8.60319,9.45124,0.109991,0.980164,65.0,20.0,14.0
6.11161,10.0581,0.713419,160.564,10.9715,5.54354,0.110546,1.91044,54.0,19.0,24.0
5.65301,6.5473,0.615948,64.5659,3.4069,9.29937,0.110889,0.768054,58.0,18.0,21.0
5.64888,17.8718,1.15372,167.558,4.13096,11.4048,0.110914,0.825178,63.0,20.0,17.0
5.8607,10.8413,0.690813,77.0736,7.34157,5.90467,0.110929,0.988659,57.0,21.0,17.0
6.08007,18.5253,1.05937,162.273,6.49228,18.2925,0.110947,1.85394,56.0,18.0,16.0
6.30273,9.57536,0.728134,124.388,8.64708,6.13848,0.111092,1.32952,53.0,19.0,24.0
5.59722,10.9689,0.658008,79.5718,3.45583,8.50523,0.112124,1.29778,62.0,19.0,14.0
5.78311,8.49618,0.570204,81.5886,9.06441,9.90866,0.112243,0.865249,68.0,19.0,11.0
6.27435,5.20367,0.778155,88.8807,5.1347,7.62488,0.112267,0.601046,59.0,18.0,21.0
6.16532,13.7148,1.18816,173.847,9.98196,9.26115,0.112702,1.72673,49.0,20.0,25.0
6.84242,8.23631,0.753946,202.275,8.23691,7.74477,0.113026,1.50646,56.0,20.0,22.0
6.06318,12.7293,0.892295,161.596,13.204,8.70486,0.113236,1.75355,62.0,15.0,20.0
5.66903,10.3823,0.765294,173.847,16.8741,13.4599,0.113332,1.61925,59.0,18.0,23.0
6.39562,3.84014,0.425201,133.418,12.2277,6.30387,0.113332,1.31667,54.0,18.0,25.0
6.65246,5.1859,0.416848,94.1472,5.57753,8.02326,0.113488,1.32109,66.0,11.0,12.0
6.30106,17.3508,1.38637,136.768,8.2734,6.44351,0.113956,1.78423,58.0,19.0,19.0
6.75458,11.2267,0.998562,191.712,8.44891,6.38898,0.114028,1.69922,62.0,19.0,14.0
5.91879,16.6885,1.42031,196.807,7.06694,8.11713,0.114221,1.76227,58.0,17.0,20.0
6.02374,9.25964,0.735553,160.389,6.74479,8.16021,0.114367,2.04331,61.0,18.0,21.0
5.80945,9.92992,0.762673,274.76,4.42967,7.52422,0.114733,1.44151,54.0,18.0,20.0
5.13655,9.25223,0.812103,141.563,7.01048,12.2467,0.114872,1.65031,52.0,21.0,26.0
6.557,6.28925,0.56376,172.559,18.3709,10.4939,0.114917,1.46501,63.0,19.0,16.0
6.39249,6.97986,0.540785,147.299,20.0087,5.43577,0.116868,1.30678,66.0,17.0,17.0
5.74234,6.17602,0.592914,151.75,1.66326,8.59994,0.117351,0.940406,55.0,20.0,24.0
5.55344,7.3431,0.4512,135.401,2.49397,14.7475,0.117624,1.00322,53.0,19.0,25.0
6.61517,9.67744,0.623912,160.46,5.38918,7.89047,0.117745,1.70885,60.0,21.0,17.0
6.66205,9.61009,1.00122,50.3501,11.6934,8.24118,0.117881,1.21541,62.0,22.0,15.0
6.10364,9.62172,0.644647,63.7577,6.29841,8.05034,0.118002,1.37737,55.0,22.0,18.0
6.17531,7.23313,0.658876,150.548,8.039,5.40909,0.118524,1.3986,52.0,22.0,24.0
5.86763,15.1244,1.19149,125.021,6.58313,11.0877,0.118623,1.5381,58.0,18.0,22.0
6.41981,7.51589,0.87704,121.818,7.84095,10.926,0.118774,1.69547,67.0,19.0,14.0
5.7346,8.29528,0.762573,123.005,9.58052,14.029,0.119198,1.67699,53.0,22.0,22.0
6.26056,7.39722,0.571226,163.687,8.5474,7.19956,0.119931,1.67654,53.0,21.0,21.0
5.84514,10.4071,0.842126,101.846,8.73353,5.58845,0.120082,1.7128,64.0,15.0,20.0
6.52621,5.65189,0.59804,224.981,7.94992,16.0554,0.120654,1.16548,72.0,14.0,14.0
5.98218,6.01919,0.36633,129.949,12.6719,6.90766,0.120928,1.36908,67.0,16.0,16.0
6.1065,13.8416,0.75886,101.765,10.518,7.78943,0.121036,1.77975,61.0,17.0,21.0
5.8903,12.7549,0.921038,87.0295,3.72913,10.1369,0.121558,1.1462,62.0,21.0,16.0
6.05665,12.276,0.655216,183.324,2.69937,7.02448,0.122174,1.40163,53.0,18.0,22.0
5.7849,14.6935,1.32969,88.5076,2.8359,8.14961,0.122433,2.00197,54.0,20.0,23.0
5.91782,9.65751,1.17495,143.799,10.6132,7.97774,0.122555,1.63013,55.0,19.0,25.0
5.99087,12.4349,1.20058,186.733,3.04392,10.0275,0.122593,1.17112,60.0,18.0,21.0
5.7401,9.81542,0.612138,143.017,4.41328,9.86898,0.122649,0.783236,63.0,18.0,19.0
5.95963,9.31568,0.714142,80.3588,2.86738,7.31616,0.124564,1.55892,50.0,26.0,22.0
6.47939,7.40556,0.56758,119.245,9.90043,9.52455,0.124606,1.39395,63.0,20.0,15.0
6.23778,9.18044,0.601691,158.051,6.51879,4.28083,0.125028,0.900793,56.0,17.0,22.0
5.57101,6.50202,0.738947,188.816,5.21286,9.22674,0.125557,0.80823,62.0,20.0,15.0
5.40471,13.5255,1.20936,109.714,2.57264,13.9536,0.126093,0.72377,56.0,21.0,23.0
7.24815,3.19467,0.438493,150.908,9.07866,5.1189,0.126507,0.798481,58.0,19.0,22.0
6.28123,10.3133,0.984992,49.6947,4.76899,14.1983,0.126965,0.774708,58.0,19.0,19.0
6.62853,11.9637,1.30403,253.433,11.0094,8.20709,0.127003,2.06038,70.0,15.0,13.0
6.55395,7.10161,0.513385,163.893,11.9302,9.98846,0.127738,1.39538,65.0,17.0,17.0
6.87156,7.13997,0.467817,133.418,12.5737,7.26361,0.127901,1.55372,67.0,16.0,17.0
6.50192,8.63829,0.606802,130.982,9.28536,6.4737,0.128471,1.00326,70.0,12.0,14.0
6.23653,15.8425,1.18616,80.3245,4.46789,10.141,0.128882,1.32697,62.0,18.0,14.0
6.42258,8.6533,1.03171,64.6189,14.023,10.0948,0.129599,0.799815,62.0,20.0,13.0
5.73725,15.8986,1.1453,205.755,2.1775,6.26517,0.129846,1.03101,52.0,19.0,25.0
6.48249,4.88702,0.853035,89.2486,5.52796,7.50686,0.129925,1.17065,67.0,17.0,14.0
6.74252,6.00154,0.57459,162.455,19.9396,9.64238,0.130222,1.42627,59.0,19.0,21.0
5.97298,8.12131,0.652601,101.692,5.51864,8.2621,0.130425,1.65667,54.0,21.0,22.0
5.76219,6.00154,1.68179,169.866,2.45463,7.98604,0.130524,2.05326,56.0,23.0,20.0
6.6279,9.2945,0.706156,197.325,6.00083,6.4854,0.130847,1.64227,68.0,13.0,13.0
6.5315,8.03423,0.888575,159.817,10.624,5.51016,0.130899,1.57493,63.0,18.0,19.0
5.2999,16.2777,1.49076,164.428,15.1089,16.798,0.130965,1.73873,50.0,22.0,25.0
5.07109,6.75333,0.675572,20.2418,0.949003,15.6071,0.131156,0.493299,54.0,19.0,27.0
6.27756,8.76542,0.656465,57.3396,9.22385,7.31091,0.131314,1.02021,63.0,20.0,12.0
5.86236,8.77937,0.803057,136.306,7.93276,7.03667,0.131682,1.3841,56.0,21.0,22.0
6.55393,9.74062,0.815453,163.687,5.49831,10.4924,0.132119,1.25019,55.0,18.0,24.0
6.06671,5.79527,0.457257,178.629,5.92484,10.783,0.132864,1.48478,53.0,22.0,24.0
6.04064,7.36169,0.688001,122.473,11.2252,4.01862,0.134206,1.11589,54.0,21.0,23.0
5.6696,10.0952,0.828867,150.254,2.21025,13.023,0.134776,1.76054,59.0,16.0,20.0
6.08611,16.9231,1.29333,289.166,20.8661,10.2811,0.135032,2.04851,52.0,20.0,25.0
6.32729,9.3556,0.999221,64.4548,5.24126,10.3462,0.135269,0.839477,66.0,19.0,13.0
5.88589,18.3926,0.44981,223.368,4.28966,11.2889,0.135819,1.19069,53.0,20.0,23.0
6.69777,10.7837,0.858563,124.406,4.79208,13.0289,0.137486,1.1436,68.0,17.0,12.0
7.00713,6.53887,0.944636,215.181,5.75826,8.13767,0.139416,1.87604,60.0,16.0,21.0
6.19487,14.0683,1.26051,51.8591,10.5696,8.33376,0.139762,1.43925,53.0,22.0,23.0
5.85075,8.48038,0.784361,180.391,3.92537,7.98604,0.140568,2.04072,54.0,20.0,26.0
5.88263,8.94187,0.929349,182.87,2.95887,15.0593,0.140605,1.45229,48.0,21.0,24.0
6.37425,6.14138,0.616616,169.772,10.9826,8.82833,0.141548,1.95782,63.0,17.0,18.0
6.41583,13.8643,0.990255,113.205,7.34698,8.01791,0.141895,1.5028,61.0,20.0,16.0
6.58729,10.0543,1.0503,139.47,6.01405,6.46759,0.142324,0.656099,67.0,16.0,14.0
6.05698,9.3719,0.949004,195.906,3.73398,7.63275,0.142662,1.79873,58.0,16.0,23.0
6.39323,10.859,1.1006,172.723,7.09175,12.3394,0.142854,1.98583,55.0,17.0,23.0
6.61669,18.8193,1.27192,138.564,10.9705,6.0999,0.142869,1.83642,52.0,20.0,26.0
5.93858,9.18833,0.616536,191.155,11.2519,4.86073,0.142889,2.30076,63.0,20.0,16.0
5.95884,15.6882,1.47309,172.723,12.1516,14.4722,0.143164,2.34877,59.0,20.0,20.0
5.23035,17.0681,1.58069,174.613,4.32078,10.6085,0.143422,1.65916,50.0,18.0,23.0
5.83575,14.8658,1.39141,190.489,3.7169,9.23306,0.144037,1.66754,55.0,19.0,24.0
6.27721,15.653,1.18471,257.778,5.88864,8.90075,0.144087,1.5703,45.0,22.0,27.0
5.6337,12.9766,1.10249,156.411,5.64311,8.9635,0.144568,1.81358,53.0,19.0,27.0
5.90328,12.8328,1.2595,149.426,4.15878,9.83255,0.144802,1.38198,62.0,16.0,15.0
6.36988,6.79773,0.557054,93.9147,17.5915,4.80983,0.144884,1.25032,60.0,21.0,19.0
6.11613,9.81541,0.584626,207.388,4.65722,7.58282,0.145003,1.49791,51.0,24.0,23.0
6.24674,7.71095,0.744471,169.772,18.3217,10.0828,0.145479,1.36111,60.0,19.0,20.0
5.94084,4.99836,0.663195,119.089,6.45043,6.81674,0.145627,1.71432,51.0,20.0,25.0
6.436,9.27424,0.934325,175.285,8.57939,6.95354,0.146096,1.95826,59.0,17.0,19.0
5.8552,17.707,1.71026,124.245,3.55216,11.725,0.146233,1.41536,44.0,23.0,30.0
7.24758,8.55069,0.849044,110.548,6.49228,3.75005,0.146289,1.64558,67.0,18.0,13.0
5.96986,3.79556,0.261403,176.122,8.82296,6.45451,0.146921,1.28985,48.0,24.0,26.0
6.71974,7.41521,0.396166,175.285,8.24245,6.25173,0.147374,1.02815,54.0,20.0,22.0
5.17026,17.7249,0.44981,133.007,5.70361,16.6423,0.147486,1.14,56.0,21.0,21.0
5.53146,18.8426,1.69761,179.485,2.71407,12.8124,0.148849,1.22012,54.0,17.0,29.0
6.49357,10.8383,0.837239,151.427,6.49228,6.49649,0.149262,1.77208,60.0,18.0,20.0
6.38689,6.00154,1.45515,211.102,3.70459,5.45813,0.149427,1.60331,56.0,18.0,22.0
6.09804,11.5256,0.734851,258.614,6.5556,8.08496,0.149564,1.35465,56.0,22.0,21.0
6.40315,12.1457,1.25746,209.776,14.8069,8.03979,0.150364,1.32971,62.0,23.0,14.0
5.38656,18.1263,0.44981,116.536,2.66656,14.8971,0.150424,0.722336,51.0,20.0,28.0
5.10529,6.00154,1.36438,127.001,2.17633,10.9749,0.150472,0.833699,53.0,19.0,25.0
6.88239,6.27598,0.523641,113.673,7.49784,6.79392,0.150599,1.01705,74.0,12.0,13.0
6.24002,8.05607,0.882985,156.476,14.011,11.328,0.151616,1.77358,67.0,18.0,15.0
6.13474,15.0641,0.927377,96.0294,3.63317,8.8361,0.152187,1.28051,62.0,20.0,17.0
5.36627,7.96645,0.825669,118.532,3.09798,7.63164,0.152355,1.25016,56.0,17.0,22.0
