longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay,County,Country,State
11.39479,9.15776,,isda,isda,isda,5.37167,0.4621699999999999,0.0298456999999999,0.2410941025641025,7.83004,4.22097,0.0235792,1.05149,54.0,24.0,20.0,Lau,Nigeria,Taraba State
9.71772,10.17542,Bauchi,isda,isda,isda,5.78938,0.256921,0.0198641,0.2982025641025641,8.79365,4.67972,0.0236076,1.26379,62.0,17.0,20.0,,Nigeria,Bauchi State
8.25071,11.02412,Ungwan Maialewa,isda,isda,isda,6.38478,0.511603,0.0325448,0.2051587179487179,4.29764,7.89575,0.0236822,1.47072,55.0,26.0,19.0,Kubau,Nigeria,Kaduna State
9.00962,8.53318,Gidan Tata,isda,isda,isda,5.85442,0.657664,0.0446319,0.2966205128205128,15.0086,4.65301,0.0236988,1.53871,61.0,20.0,17.0,Qua'An Pan,Nigeria,Plateau State
11.38751,9.09314,,isda,isda,isda,6.01373,0.533318,0.0304371,0.3056102564102564,7.53466,6.4125,0.0237054,1.30102,63.0,20.0,19.0,Lau,Nigeria,Taraba State
7.91906,11.54003,Zoza,isda,isda,isda,5.94359,0.322185,0.0256537999999999,0.2328230769230769,8.66422,3.05117,0.0237237,1.04167,64.0,21.0,16.0,Rogo,Nigeria,Kano State
5.38232,9.54788,,isda,isda,isda,5.57036,0.6697420000000001,0.0891291999999999,0.1897733333333333,4.36529,6.19283,0.0238268,0.960525,62.0,22.0,15.0,Lavun,Nigeria,Niger State
8.40004,10.07054,Geshere,isda,isda,isda,6.06172,1.18049,0.0770541,0.2038246153846154,5.13093,7.63363,0.0238296,2.11039,57.0,19.0,23.0,Kauru,Nigeria,Kaduna State
8.23184,9.98507,Ikulu,isda,isda,isda,5.91089,1.8593800000000005,0.101359,0.3445615384615384,4.50491,11.5362,0.0239496,1.52013,58.0,18.0,24.0,Zangon Kataf,Nigeria,Kaduna State
7.7489,9.47653,Kasabari,isda,isda,isda,5.68496,0.8479129999999999,0.0546344999999999,0.3032,2.24696,6.98344,0.0239968,0.712019,59.0,18.0,24.0,Kagarko,Nigeria,Kaduna State
7.56931,11.07542,Wazata,isda,isda,isda,5.83785,0.6486799999999999,0.0397921,0.1854341025641025,6.74662,5.87497,0.0240036,1.33828,56.0,24.0,19.0,Giwa,Nigeria,Kaduna State
9.95675,8.55084,,isda,isda,isda,6.30532,0.619429,0.0664133,0.4356230769230769,10.3433,5.9503,0.0240491,1.02599,58.0,21.0,19.0,Langtang South,Nigeria,Plateau State
7.89752,11.54072,Zoza,isda,isda,isda,6.12203,0.371198,0.0268612,0.1878453846153846,5.74272,3.83682,0.0240831,0.963615,65.0,19.0,15.0,Rogo,Nigeria,Kano State
6.5071,8.52986,Emu,isda,isda,isda,6.4404,0.974058,0.0535649999999999,0.2094235897435897,5.75107,4.90514,0.0241397,1.03166,59.0,19.0,18.0,Lapai,Nigeria,Niger State
9.96801,8.57827,,isda,isda,isda,5.96671,0.790934,0.0886672,0.3331615384615384,8.35807,6.71321,0.0241401,1.52666,56.0,23.0,21.0,Langtang South,Nigeria,Plateau State
9.29049,10.28439,Mara,isda,isda,isda,5.63512,0.6132850000000001,0.0509673999999999,0.1834861538461538,16.3462,5.80583,0.0241476,1.16468,57.0,22.0,21.0,Toro,Nigeria,Bauchi State
9.30774,10.31188,Mara,isda,isda,isda,5.96303,0.996851,0.0709041,0.4698897435897436,2.31623,6.60287,0.0241768,1.49128,56.0,21.0,17.0,Toro,Nigeria,Bauchi State
7.91153,11.53096,Zoza,isda,isda,isda,6.47814,0.597638,0.0296342,0.2986307692307692,3.21359,7.22525,0.0242582,1.42364,57.0,23.0,17.0,Rogo,Nigeria,Kano State
5.4101,10.64951,Kontagora,isda,isda,isda,5.72637,0.469894,0.0370268,0.2400284615384615,11.4597,7.09059,0.0243156,1.25723,70.0,14.0,13.0,Mariga,Nigeria,Niger State
7.64088,9.96547,Ankwa,isda,isda,isda,5.57821,0.600265,0.0381291,0.1280951282051282,3.26368,6.8254,0.0243335,0.882074,53.0,20.0,26.0,Kachia,Nigeria,Kaduna State
11.39305,9.16212,,isda,isda,isda,5.85796,0.521535,0.0417224,0.2367510256410256,7.43663,4.18919,0.0243631,1.36622,49.0,26.0,23.0,Lau,Nigeria,Taraba State
5.4657,9.95996,,isda,isda,isda,6.05978,0.726681,0.0352565,0.2062871794871794,4.01848,5.6269,0.0244713,1.17401,65.0,20.0,12.0,Mashegu,Nigeria,Niger State
7.98497,11.47248,Yauran,isda,isda,isda,5.94064,0.589045,0.0495441,0.2372943589743589,4.3889,5.04468,0.0244962,1.11019,63.0,22.0,18.0,Ikara,Nigeria,Kaduna State
7.10401,11.60758,,isda,isda,isda,6.00833,0.605217,0.0480087,0.2248279487179487,3.62746,6.69707,0.0245145,1.03684,53.0,22.0,21.0,,,Kaduna State
9.84683,9.04224,,isda,isda,isda,6.34117,0.446922,0.0286177,0.1753479487179487,6.63565,3.54651,0.0245279,1.3998,60.0,18.0,21.0,Langtang North,Nigeria,Plateau State
9.90801,8.60028,,isda,isda,isda,6.07835,0.656414,0.0330063,0.2345410256410256,4.94625,5.31672,0.0245499,1.06222,62.0,23.0,19.0,Langtang South,Nigeria,Plateau State
8.22593,11.0462,Ungwan Maialewa,isda,isda,isda,6.01014,0.5865929999999999,0.0440543,0.2065451282051282,4.39817,6.10692,0.0245826,1.61786,49.0,27.0,21.0,Kubau,Nigeria,Kaduna State
7.65006,9.93174,Ankwa,isda,isda,isda,5.78437,0.725727,0.0648218,0.2123382051282051,6.05539,10.6875,0.0245944,0.970756,57.0,18.0,23.0,Kachia,Nigeria,Kaduna State
7.0967,11.61242,Mai Gora,isda,isda,isda,6.39806,0.969947,0.0723158,0.2616461538461538,2.55541,7.08364,0.0246126,1.57487,58.0,23.0,19.0,Faskari,Nigeria,Katsina State
8.59765,10.7936,Maigwado,isda,isda,isda,5.51327,0.895797,0.0734494,0.1594205128205128,3.69447,9.46893,0.0247181,1.64272,51.0,24.0,24.0,Doguwa,Nigeria,Kano State
8.22241,11.09625,Ungwan Gauraka,isda,isda,isda,5.77676,0.66201,0.0325278,0.1499689743589743,2.41781,5.14232,0.0247564,1.2546,53.0,27.0,23.0,Kubau,Nigeria,Kaduna State
9.13977,11.28471,Kafin Lemo,isda,isda,isda,5.98439,0.360627,0.0438778,0.0285310256410256,5.3019,4.17451,0.0247642,0.852363,60.0,19.0,19.0,Ningi,Nigeria,Bauchi State
7.09452,11.53227,Machika,isda,isda,isda,6.38176,0.682187,0.0430527,0.357651282051282,3.95462,5.98795,0.0248087,1.4552,55.0,24.0,19.0,Sabuwa,Nigeria,Katsina State
6.35857,9.70704,,isda,isda,isda,6.32934,1.348,0.100461,0.4385897435897436,7.55739,6.84525,0.0249181,1.44279,64.0,15.0,16.0,Bosso,Nigeria,Niger State
8.31003,9.98443,Gora,isda,isda,isda,5.52947,0.824343,0.0702802,0.206546923076923,1.7179,10.8214,0.0249263,0.756076,59.0,17.0,22.0,Zangon Kataf,Nigeria,Kaduna State
7.94086,11.45971,Gazara,isda,isda,isda,6.07766,0.532427,0.0295686999999999,0.1878453846153846,4.09725,4.83378,0.0249813,1.10099,57.0,23.0,20.0,Makarfi,Nigeria,Kaduna State
4.43057,10.95499,Dutsin Keiwa,isda,isda,isda,5.81805,0.700105,0.0512809,0.3125025641025641,10.1133,4.89893,0.0250233,1.13225,65.0,14.0,16.0,,Nigeria,Kebbi State
7.69611,11.6014,Masari,isda,isda,isda,6.35195,0.6095309999999999,0.0351417,0.1955548717948718,8.96105,5.35965,0.0250284,1.25695,59.0,25.0,19.0,Kafur,Nigeria,Katsina State
5.4275,9.99244,,isda,isda,isda,6.34154,0.690414,0.0317214,0.1883564102564102,4.5887,6.64502,0.0250904,1.42522,71.0,18.0,13.0,Mashegu,Nigeria,Niger State
8.58479,10.77964,Tagwaye,isda,isda,isda,5.31863,0.489813,0.0501246,0.0321366666666666,3.95646,6.88483,0.0251401,0.821285,50.0,24.0,23.0,Doguwa,Nigeria,Kano State
8.49073,8.44742,Bukan Fadama,isda,isda,isda,5.84904,0.705978,0.0222218,0.142501282051282,4.92675,4.7084,0.0252023,1.15575,63.0,19.0,16.0,,Nigeria,Nasarawa State
5.43702,10.60351,Kontagora,isda,isda,isda,5.96041,0.591547,0.045749,0.12994,12.82,6.42157,0.0252545,1.20777,72.0,15.0,17.0,,Nigeria,Niger State
4.79075,9.18392,,isda,isda,isda,6.32058,1.1426500000000002,0.0881413,0.0352520512820512,15.4217,11.1979,0.0252612,1.37326,61.0,19.0,15.0,Mokwa,Nigeria,Niger State
8.39417,10.07704,Karkun Biba,isda,isda,isda,5.82252,1.3296,0.106451,0.1672435897435897,3.69328,6.29519,0.0253294,1.36992,54.0,20.0,22.0,Kauru,Nigeria,Kaduna State
5.39314,9.53927,,isda,isda,isda,5.85557,0.676644,0.034698,0.1117297435897435,6.7854,5.92654,0.0253966,1.13285,64.0,21.0,15.0,Lavun,Nigeria,Niger State
7.35608,10.52598,Rigasa,isda,isda,isda,5.78076,0.789136,0.0404283,0.1878825641025641,2.11607,6.02325,0.0254222,1.24733,67.0,20.0,15.0,Igabi,Nigeria,Kaduna State
7.60667,11.08017,Dutsen Abba,isda,isda,isda,5.72657,0.697844,0.0599881,0.1953817948717948,9.65985,4.932,0.0254393,1.01831,60.0,25.0,17.0,Zaria,Nigeria,Kaduna State
8.5626,9.38469,,isda,isda,isda,5.66746,1.3792,0.0776705,0.2278523076923077,3.3214,9.34408,0.0254697,1.22052,54.0,21.0,25.0,,,Kaduna State
7.73844,9.51287,Akote,isda,isda,isda,5.75202,0.55403,0.0424814,0.1682735897435897,2.2969,6.61229,0.0255957,0.992335,61.0,18.0,20.0,Kagarko,Nigeria,Kaduna State
4.55698,9.85551,New Bussa,isda,isda,isda,6.37709,0.3749429999999999,0.0312638,0.1906558974358974,8.60884,6.16492,0.0256812,0.866945,66.0,21.0,14.0,Borgu,Nigeria,Niger State
8.51252,8.46778,Bukan Fadama,isda,isda,isda,5.72035,0.942763,0.0657094,0.2090674358974359,2.18594,7.7728,0.0257249,0.814432,74.0,16.0,12.0,,Nigeria,Nasarawa State
8.26922,9.97479,Ikulu,isda,isda,isda,5.82204,0.496788,0.0292392,0.2876589743589743,4.88155,8.89983,0.0257787,1.53296,53.0,17.0,22.0,Zangon Kataf,Nigeria,Kaduna State
11.3823,9.13394,,isda,isda,isda,5.90341,0.2063299999999999,0.0238671999999999,0.1862723076923076,16.0491,4.29642,0.0257896,0.843298,64.0,20.0,19.0,Lau,Nigeria,Taraba State
8.60225,10.1885,Garu Mariri,isda,isda,isda,5.78093,0.971775,0.0566351,0.2483582051282051,2.1669,7.05889,0.0258539,1.22115,56.0,20.0,22.0,Lere,Nigeria,Kaduna State
9.21828,9.524,Gindiri,isda,isda,isda,5.87824,0.784764,0.0641738,0.242816923076923,4.85472,5.00952,0.0258551,1.25792,61.0,16.0,22.0,Mangu,Nigeria,Plateau State
7.92088,11.49786,Yanoko,isda,isda,isda,6.0048,0.923131,0.0770722,0.2038694871794872,5.71707,5.9095,0.0259033,1.27041,60.0,22.0,17.0,Rogo,Nigeria,Kano State
8.24863,11.1021,Jampalan,isda,isda,isda,6.10718,0.652311,0.0583385,0.2598,6.73267,5.93844,0.0260316,1.23342,44.0,29.0,27.0,Ikara,Nigeria,Kaduna State
6.59096,9.36306,Nubupe,isda,isda,isda,6.40728,0.555203,0.0243005,0.2171251282051282,4.79577,5.54639,0.0260455,1.34312,70.0,13.0,13.0,Paikoro,Nigeria,Niger State
8.32115,11.13472,Ungwan Gedage,isda,isda,isda,6.02214,0.635936,0.030758,0.1455607692307692,5.42883,6.59494,0.0260474,1.21024,60.0,24.0,21.0,Kubau,Nigeria,Kaduna State
7.92406,11.50281,Yanoko,isda,isda,isda,5.62574,0.505826,0.0450886999999999,0.1834861538461538,5.14756,5.5695,0.0261655,1.22988,60.0,22.0,20.0,Rogo,Nigeria,Kano State
4.83312,9.19545,Mokwa,isda,isda,isda,5.68531,0.73316,0.0576215,0.4403153846153846,6.70927,7.20371,0.0263197,1.30539,66.0,18.0,13.0,Mokwa,Nigeria,Niger State
11.38777,9.14721,,isda,isda,isda,5.89134,1.00167,0.0589712,0.2367510256410256,8.29392,6.11088,0.0264016,1.6201,60.0,21.0,20.0,Lau,Nigeria,Taraba State
8.21865,11.09802,Ungwan Gauraka,isda,isda,isda,5.86693,0.517971,0.0470387,0.1639094871794872,6.86618,5.89801,0.0264321,1.27505,50.0,27.0,24.0,Kubau,Nigeria,Kaduna State
5.56177,8.99716,,isda,isda,isda,6.79739,0.92065,0.0471762,0.1335476923076923,17.354,4.84625,0.0264372,1.12623,64.0,19.0,17.0,Edati,Nigeria,Niger State
8.23817,11.07733,Ungwan Mirga,isda,isda,isda,5.92167,1.07402,0.0598441,0.2365317948717948,4.08338,7.70677,0.0265011,1.33363,53.0,27.0,24.0,Kubau,Nigeria,Kaduna State
7.68105,11.55668,Sabuwar Kasa,isda,isda,isda,6.17485,0.48594,0.0296997,0.1810858974358974,5.4527,6.27071,0.0265077,0.820138,61.0,23.0,20.0,Kafur,Nigeria,Katsina State
8.58478,10.78945,Yantama Arewa,isda,isda,isda,5.50371,0.47058,0.0557217,0.026841282051282,5.03172,6.40683,0.0265797,0.757222,49.0,23.0,24.0,Doguwa,Nigeria,Kano State
8.59016,10.18573,Garu Mariri,isda,isda,isda,5.09707,0.7805489999999999,0.0505058,0.2038246153846154,4.24564,8.18511,0.0266347,1.42213,55.0,21.0,21.0,Lere,Nigeria,Kaduna State
6.07343,9.4761,Sofon Legbozukun,isda,isda,isda,6.27755,0.562149,0.0327444999999999,0.1682735897435897,2.87619,6.13896,0.0266363,0.795396,67.0,18.0,13.0,Gbako,Nigeria,Niger State
7.07077,11.55082,Chido,isda,isda,isda,5.92911,0.687742,0.0523155,0.3038564102564102,1.99125,10.3695,0.0266687,1.52176,57.0,25.0,20.0,Sabuwa,Nigeria,Katsina State
9.01055,9.90357,Nabatum,isda,isda,isda,5.84714,0.5142140000000001,0.0434274,0.1753492307692307,6.92271,6.3793,0.0267469,1.04208,50.0,21.0,24.0,Jos East,Nigeria,Plateau State
4.47003,10.9198,Gebbe,isda,isda,isda,5.81676,0.609386,0.040758,0.25272,5.3731,6.18929,0.0268292,1.655,72.0,13.0,13.0,Shanga,Nigeria,Kebbi State
8.51233,8.4611,Bukan Fadama,isda,isda,isda,6.03031,0.349886,0.0259819999999999,0.1340141025641025,4.54151,6.62481,0.0269309,1.0827,70.0,15.0,11.0,,Nigeria,Nasarawa State
7.97093,11.53905,Barbaji,isda,isda,isda,5.65655,0.451276,0.0387581,0.1834861538461538,4.12333,7.33155,0.0269391,1.20073,64.0,21.0,17.0,Rogo,Nigeria,Kano State
6.51217,8.53054,Emu,isda,isda,isda,6.84684,0.6749780000000001,0.0386927,0.1042605128205128,13.7157,4.73317,0.0269654,1.319,65.0,22.0,16.0,Lapai,Nigeria,Niger State
8.40117,10.06546,Geshere,isda,isda,isda,5.18985,1.26969,0.053327,0.010403923076923,3.23895,23.7181,0.0270279,0.553203,55.0,21.0,24.0,Kauru,Nigeria,Kaduna State
7.63237,9.9507,Ankwa,isda,isda,isda,5.51456,0.472568,0.0618722,0.0979123076923076,3.9214,11.4933,0.0270519,0.745015,60.0,19.0,22.0,Kachia,Nigeria,Kaduna State
9.10331,11.2768,Kafin Lemo,isda,isda,isda,6.47498,0.7027479999999999,0.0352553,0.2859461538461538,3.6517,5.42749,0.0270844,1.35967,62.0,18.0,18.0,Ningi,Nigeria,Bauchi State
5.35687,9.52003,,isda,isda,isda,5.88877,0.692958,0.0442636,0.1886130769230769,8.39831,7.71451,0.0271047,1.08107,66.0,25.0,15.0,Lavun,Nigeria,Niger State
8.23424,9.99904,Ikulu,isda,isda,isda,5.68106,1.1169600000000002,0.0878757,0.1113343589743589,4.91326,6.10038,0.0271084,1.38822,49.0,22.0,26.0,Zangon Kataf,Nigeria,Kaduna State
11.39401,9.16347,,isda,isda,isda,5.69412,0.77735,0.0395653,0.2394579487179487,3.74647,5.6282,0.0271882,0.772566,51.0,24.0,24.0,Lau,Nigeria,Taraba State
9.12482,11.21667,Kafin Lemo,isda,isda,isda,6.28924,0.487932,0.0384178,0.0902535897435897,4.0353,6.52213,0.0272154,0.804594,59.0,19.0,22.0,Ningi,Nigeria,Bauchi State
10.41264,10.67523,Gungura A,isda,isda,isda,4.847,1.52119,0.133877,0.2695102564102564,4.65653,8.78921,0.0272323,2.214,63.0,18.0,18.0,Ganjuwa,Nigeria,Bauchi State
8.19865,11.04487,Mah,isda,isda,isda,5.72586,0.72085,0.0608128,0.1955805128205128,2.12406,8.5688,0.0272449,1.18287,57.0,24.0,21.0,Kubau,Nigeria,Kaduna State
10.0396,9.9314,Lim Kundak,isda,isda,isda,5.79184,0.46497,0.0362275,0.1578994871794871,6.70626,4.55149,0.0272917,1.18896,67.0,16.0,18.0,Alkaleri,Nigeria,Bauchi State
9.18076,9.52426,Mangu Town,isda,isda,isda,5.93674,0.983562,0.0759638,0.3162820512820513,4.57407,10.0411,0.0273145,1.11141,59.0,17.0,24.0,Mangu,Nigeria,Plateau State
9.03775,8.54693,Gidan Tata,isda,isda,isda,5.70387,1.17,0.0871054,0.2394579487179487,7.30028,5.35433,0.0273939,1.6801,60.0,20.0,17.0,Qua'An Pan,Nigeria,Plateau State
8.31501,11.16934,Ungwan Dan Juma,isda,isda,isda,5.981,0.505872,0.065011,0.3006820512820513,3.19071,7.47227,0.0274268,1.65159,55.0,24.0,22.0,Kubau,Nigeria,Kaduna State
9.41388,8.95279,,isda,isda,isda,5.33884,0.740698,0.0590771999999999,0.2447538461538461,6.18246,7.3748,0.0274509,1.43191,56.0,19.0,23.0,Shendam,Nigeria,Plateau State
9.12866,8.37761,Aondu,isda,isda,isda,6.43673,0.8141360000000001,0.0489193,0.2752051282051282,6.71423,5.3464,0.0274575,0.834774,66.0,20.0,19.0,Awe,Nigeria,Nasarawa State
8.6339,9.65263,,isda,isda,isda,5.39135,1.49952,0.1450509999999999,0.2637205128205128,3.39003,13.1349,0.0274765,1.045,44.0,25.0,28.0,Riyom,Nigeria,Plateau State
9.03071,8.54036,Gidan Tata,isda,isda,isda,5.62499,0.496061,0.0261191,0.1816084615384615,6.66675,5.12648,0.0275285,1.09327,61.0,22.0,17.0,Qua'An Pan,Nigeria,Plateau State
8.59725,10.81381,Maigwado,isda,isda,isda,5.99092,0.430706,0.0245622,0.1867428205128205,7.19909,4.58245,0.0275331,1.22642,58.0,21.0,20.0,Doguwa,Nigeria,Kano State
7.11206,11.61469,Mai Gora,isda,isda,isda,5.87309,0.884498,0.0426636,0.2884410256410256,2.3015,4.95913,0.0275577,0.974852,53.0,24.0,21.0,Faskari,Nigeria,Katsina State
6.98195,11.10876,Kidandan,isda,isda,isda,5.59037,0.5766180000000001,0.0607741,0.1320764102564102,2.67515,8.93742,0.0275664,1.31226,61.0,24.0,17.0,Giwa,Nigeria,Kaduna State
8.31802,11.16289,Ungwan Dan Juma,isda,isda,isda,6.14705,0.649662,0.0367083,0.1602425641025641,3.94142,5.65161,0.0276583,1.67264,52.0,25.0,23.0,Kubau,Nigeria,Kaduna State
8.28228,10.00759,Ikulu,isda,isda,isda,6.27801,0.680314,0.0393075,0.1021146153846153,4.65862,7.51863,0.0276709,1.91684,55.0,16.0,24.0,Zangon Kataf,Nigeria,Kaduna State
8.32856,10.06388,Bital,isda,isda,isda,5.56353,0.5618420000000001,0.0661332,0.238541282051282,2.31324,10.8258,0.0276717,1.38478,55.0,17.0,22.0,Kauru,Nigeria,Kaduna State
8.30834,9.98072,Gora,isda,isda,isda,6.5282,0.536459,0.0405601,0.2508741025641026,3.5146,9.44484,0.0277158,1.15287,63.0,17.0,22.0,Zangon Kataf,Nigeria,Kaduna State
8.28455,10.01364,Ikulu,isda,isda,isda,6.19577,0.682793,0.0367614,0.2045589743589743,6.88052,5.00006,0.0277258,1.15077,62.0,15.0,22.0,Zangon Kataf,Nigeria,Kaduna State
7.93948,11.46581,Fulatan,isda,isda,isda,5.87815,0.61693,0.0519873999999999,0.2385087179487179,5.82433,5.94839,0.0277433,1.30511,59.0,23.0,17.0,Rogo,Nigeria,Kano State
7.97547,11.54001,Barbaji,isda,isda,isda,5.70424,0.577727,0.0276922,0.1901546153846154,2.15212,7.51008,0.0277519,0.855837,60.0,21.0,18.0,Rogo,Nigeria,Kano State
11.38237,9.12638,,isda,isda,isda,6.13776,0.410419,0.0335231999999999,0.1764723076923077,14.221,3.37249,0.0277802,0.926129,66.0,18.0,15.0,Lau,Nigeria,Taraba State
6.51231,9.36418,Ficheuchi,isda,isda,isda,5.19995,0.932864,0.0813011999999999,0.3293666666666667,5.76818,7.24523,0.0277956,1.1078,66.0,17.0,12.0,Paikoro,Nigeria,Niger State
10.44931,10.63113,Gungura A,isda,isda,isda,5.70106,0.466528,0.0336218,0.1316248717948717,3.34969,6.37002,0.0278677,1.12825,64.0,19.0,21.0,Ganjuwa,Nigeria,Bauchi State
8.36739,8.95463,,isda,isda,isda,5.8302,0.952825,0.0641538,0.2307753846153846,3.06858,7.55726,0.0278975,1.67228,62.0,16.0,21.0,Akwanga,Nigeria,Nasarawa State
11.38763,9.12653,,isda,isda,isda,6.45093,0.506327,0.0326778,0.1820076923076923,5.88954,4.81148,0.0279094,1.03714,63.0,20.0,16.0,Lau,Nigeria,Taraba State
5.03387,10.29392,Wando,isda,isda,isda,5.89499,0.7565769999999999,0.0380093,0.1628661538461538,6.59431,5.45554,0.0280977,1.6717,69.0,20.0,14.0,Magama,Nigeria,Niger State
4.43653,10.92237,Bagudo,isda,isda,isda,5.86395,0.51382,0.0573671,0.3137205128205128,10.5067,5.51533,0.0281186,1.49192,73.0,13.0,15.0,,Nigeria,Kebbi State
7.62113,11.08199,,isda,isda,isda,5.81683,0.4643609999999999,0.0600726,0.1616664102564102,3.22449,5.65831,0.0281508,0.98533,56.0,26.0,20.0,,,Kebbi State
9.22197,10.30817,Lame,isda,isda,isda,5.31773,1.4355,0.100471,0.3177564102564102,5.8049,9.63278,0.0282146,1.75563,60.0,20.0,23.0,Toro,Nigeria,Bauchi State
8.83353,8.18283,,isda,isda,isda,6.3283,0.884296,0.040212,0.2367510256410256,5.94321,4.64152,0.0283168,1.10714,63.0,19.0,16.0,Keana,Nigeria,Nasarawa State
11.69856,9.01919,Pwana,isda,isda,isda,5.12644,1.06002,0.0962717999999999,0.3587076923076923,11.8484,13.7128,0.0283872,1.56939,65.0,17.0,16.0,Zing,Nigeria,Taraba State
6.59382,9.3665,Nubupe,isda,isda,isda,6.16576,0.5746249999999999,0.0444693,0.1966574358974359,14.6379,4.58198,0.0284116,1.45211,70.0,15.0,15.0,Paikoro,Nigeria,Niger State
11.38684,9.1309,,isda,isda,isda,6.33958,0.379469,0.0336621,0.1750364102564102,13.3186,4.2971,0.0284515,1.04288,61.0,21.0,19.0,Lau,Nigeria,Taraba State
9.7396,10.18304,Bauchi,isda,isda,isda,6.37736,0.418832,0.0336959,0.2244728205128205,19.9873,4.82431,0.0284554,1.05492,65.0,18.0,19.0,,Nigeria,Bauchi State
9.71382,10.17373,Bauchi,isda,isda,isda,6.1674,0.446597,0.0354036999999999,0.3776897435897436,12.2096,5.87171,0.0284875,1.07358,61.0,18.0,20.0,,Nigeria,Bauchi State
11.08309,8.98196,,isda,isda,isda,5.4734,0.746445,0.0442531,0.4007,4.6729,7.58088,0.0285122,1.49956,44.0,28.0,26.0,Ardo-Kola,Nigeria,Taraba State
11.35261,9.131,,isda,isda,isda,6.65328,0.761524,0.02624,0.2367510256410256,5.90827,4.9847,0.0285129,1.06682,55.0,26.0,22.0,Lau,Nigeria,Taraba State
9.00643,9.9055,Nabatum,isda,isda,isda,5.6307,0.941784,0.0562858,0.1672435897435897,7.31621,7.01883,0.0286373,1.84116,49.0,20.0,25.0,Jos East,Nigeria,Plateau State
8.27965,10.00684,Ikulu,isda,isda,isda,5.81633,0.573074,0.0418456,0.2407579487179487,3.99689,8.25361,0.0286384,0.765792,57.0,16.0,22.0,Zangon Kataf,Nigeria,Kaduna State
8.97066,9.60008,Tafan,isda,isda,isda,5.42405,0.588752,0.058897,0.3354871794871795,4.0058,10.8404,0.0286533,1.04163,51.0,19.0,28.0,Barkin Ladi,Nigeria,Plateau State
4.54071,9.90337,New Bussa,isda,isda,isda,6.04443,0.4113819999999999,0.02631,0.1966402564102564,13.4301,6.50745,0.0286756,1.10615,68.0,20.0,14.0,Borgu,Nigeria,Niger State
8.8198,9.29079,Hurti,isda,isda,isda,5.28827,1.02001,0.111698,0.0508615384615384,2.62398,11.7487,0.0287081,0.63046,51.0,18.0,27.0,Bokkos,Nigeria,Plateau State
11.03897,8.97938,,isda,isda,isda,5.57239,0.839401,0.0375659,0.2828153846153846,2.66248,7.2431,0.0287675,1.40162,46.0,24.0,21.0,Ardo-Kola,Nigeria,Taraba State
9.20885,9.50566,Mangu Town,isda,isda,isda,5.10491,0.711026,0.0525815999999999,0.2796179487179487,4.171,7.65446,0.0287806,1.21084,53.0,17.0,26.0,Mangu,Nigeria,Plateau State
6.96721,11.12035,Kwahu,isda,isda,isda,5.74717,0.882337,0.0859554999999999,0.1955805128205128,2.99765,6.00623,0.0287841,0.766609,64.0,22.0,16.0,Giwa,Nigeria,Kaduna State
9.12867,11.21895,Kafin Lemo,isda,isda,isda,6.00377,0.50932,0.0503514,0.0277107692307692,2.75003,6.8695,0.0288686,0.692573,63.0,18.0,18.0,Ningi,Nigeria,Bauchi State
7.74603,9.54228,Kushe,isda,isda,isda,6.09185,0.619818,0.0338209,0.2804692307692307,1.97538,5.70691,0.0291073,0.742188,61.0,19.0,20.0,Kagarko,Nigeria,Kaduna State
9.95323,8.54833,,isda,isda,isda,5.90786,0.6345259999999999,0.0436611,0.2372943589743589,7.36017,6.54467,0.0291164,1.38914,60.0,24.0,16.0,Langtang South,Nigeria,Plateau State
9.96246,8.57449,,isda,isda,isda,6.0319,0.740298,0.0533460999999999,0.2345410256410256,8.08367,6.97223,0.0291787,1.17785,54.0,23.0,19.0,Langtang South,Nigeria,Plateau State
9.69706,10.1846,Bauchi,isda,isda,isda,5.51202,0.493614,0.0462514,0.3085974358974359,6.97222,4.53308,0.0292124,1.5011,57.0,20.0,22.0,,Nigeria,Bauchi State
8.18156,8.07496,Agirma,isda,isda,isda,6.10285,1.49919,0.0797845,0.1544820512820512,6.22749,6.07392,0.0292213,1.61505,61.0,19.0,15.0,Doma,Nigeria,Nasarawa State
8.14777,8.11544,,isda,isda,isda,5.60856,0.985964,0.0558948,0.2357938461538461,3.00897,6.50408,0.0292312,1.10938,56.0,22.0,21.0,Doma,Nigeria,Nasarawa State
8.16655,8.07951,,isda,isda,isda,6.21358,0.859896,0.0597394,0.1754553846153846,6.49228,6.67818,0.0292532,0.969999,66.0,18.0,14.0,Doma,Nigeria,Nasarawa State
9.85465,9.02177,,isda,isda,isda,6.86533,0.459215,0.03643,0.2387305128205128,8.27943,4.36156,0.0292717,1.4976,62.0,19.0,18.0,Langtang North,Nigeria,Plateau State
9.15857,9.56103,,isda,isda,isda,6.04068,1.1548,0.0906539,0.2070125641025641,3.83614,8.76507,0.0292805,1.69113,65.0,15.0,23.0,,,Plateau State
6.35672,9.70411,,isda,isda,isda,5.70286,0.85635,0.119354,0.0363805128205128,5.95267,11.5078,0.0293043,0.96782,68.0,14.0,16.0,Bosso,Nigeria,Niger State
8.6146,10.79058,Tagwaye,isda,isda,isda,5.25895,0.629823,0.0723921,0.040061282051282,5.18986,6.68166,0.0293473,1.43444,55.0,23.0,21.0,Doguwa,Nigeria,Kano State
